area,item,element,year,unit,value
Argentina,Cattle,Export Quantity,1961,Head,171106
Argentina,Cattle,Export Quantity,1962,Head,250274
Argentina,Cattle,Export Quantity,1963,Head,291819
Argentina,Cattle,Export Quantity,1964,Head,166050
Argentina,Cattle,Export Quantity,1965,Head,102993
Argentina,Cattle,Export Quantity,1966,Head,119116
Argentina,Cattle,Export Quantity,1967,Head,207846
Argentina,Cattle,Export Quantity,1968,Head,162857
Argentina,Cattle,Export Quantity,1969,Head,160351
Argentina,Cattle,Export Quantity,1970,Head,103745
Argentina,Cattle,Export Quantity,1978,Head,134534
Argentina,Cattle,Export Quantity,1994,Head,371356
Argentina,Cattle,Export Quantity,1995,Head,376390
Argentina,Cattle,Export Quantity,1996,Head,127912
Argentina,Cattle,Export Quantity,1997,Head,121274
Argentina,Sheep,Export Quantity,1968,Head,144008
Australia,Cattle,Export Quantity,1981,Head,101674
Australia,Cattle,Export Quantity,1982,Head,102211
Australia,Cattle,Export Quantity,1986,Head,168857
Australia,Cattle,Export Quantity,1987,Head,106970
Australia,Cattle,Export Quantity,1988,Head,119194
Australia,Cattle,Export Quantity,1989,Head,161700
Australia,Cattle,Export Quantity,1990,Head,102067
Australia,Cattle,Export Quantity,1991,Head,113542
Australia,Cattle,Export Quantity,1992,Head,136625
Australia,Cattle,Export Quantity,1993,Head,167005
Australia,Cattle,Export Quantity,1994,Head,256325
Australia,Cattle,Export Quantity,1995,Head,623141
Australia,Cattle,Export Quantity,1996,Head,1161930
Australia,Cattle,Export Quantity,1997,Head,1530584
Australia,Cattle,Export Quantity,1998,Head,1003630
Australia,Cattle,Export Quantity,1999,Head,1387184
Australia,Cattle,Export Quantity,2000,Head,895982
Australia,Cattle,Export Quantity,2001,Head,826274
Australia,Cattle,Export Quantity,2002,Head,972340
Australia,Cattle,Export Quantity,2003,Head,774226
Australia,Cattle,Export Quantity,2004,Head,637152
Australia,Cattle,Export Quantity,2005,Head,572799
Australia,Cattle,Export Quantity,2006,Head,637082
Australia,Cattle,Export Quantity,2007,Head,719527
Australia,Cattle,Export Quantity,2008,Head,868510
Australia,Cattle,Export Quantity,2009,Head,954143
Australia,Cattle,Export Quantity,2010,Head,873573
Australia,Cattle,Export Quantity,2011,Head,625435
Australia,Cattle,Export Quantity,2012,Head,617301
Australia,Cattle,Export Quantity,2013,Head,850923
Australia,Cattle,Export Value,1995,1000 US$,160133
Australia,Cattle,Export Value,1996,1000 US$,306484
Australia,Cattle,Export Value,1997,1000 US$,353008
Australia,Cattle,Export Value,1998,1000 US$,184339
Australia,Cattle,Export Value,1999,1000 US$,269096
Australia,Cattle,Export Value,2000,1000 US$,279900
Australia,Cattle,Export Value,2001,1000 US$,282011
Australia,Cattle,Export Value,2002,1000 US$,331865
Australia,Cattle,Export Value,2003,1000 US$,316918
Australia,Cattle,Export Value,2004,1000 US$,351391
Australia,Cattle,Export Value,2005,1000 US$,311255
Australia,Cattle,Export Value,2006,1000 US$,337367
Australia,Cattle,Export Value,2007,1000 US$,436137
Australia,Cattle,Export Value,2008,1000 US$,545637
Australia,Cattle,Export Value,2009,1000 US$,527377
Australia,Cattle,Export Value,2010,1000 US$,624151
Australia,Cattle,Export Value,2011,1000 US$,581985
Australia,Cattle,Export Value,2012,1000 US$,627381
Australia,Cattle,Export Value,2013,1000 US$,731188
Australia,Sheep,Export Quantity,1961,Head,147600
Australia,Sheep,Export Quantity,1962,Head,200900
Australia,Sheep,Export Quantity,1963,Head,263100
Australia,Sheep,Export Quantity,1964,Head,327600
Australia,Sheep,Export Quantity,1965,Head,286200
Australia,Sheep,Export Quantity,1966,Head,290960
Australia,Sheep,Export Quantity,1967,Head,340382
Australia,Sheep,Export Quantity,1968,Head,358143
Australia,Sheep,Export Quantity,1969,Head,368676
Australia,Sheep,Export Quantity,1970,Head,563327
Australia,Sheep,Export Quantity,1971,Head,780568
Australia,Sheep,Export Quantity,1972,Head,888584
Australia,Sheep,Export Quantity,1973,Head,1134730
Australia,Sheep,Export Quantity,1974,Head,1060464
Australia,Sheep,Export Quantity,1975,Head,1448935
Australia,Sheep,Export Quantity,1976,Head,1844856
Australia,Sheep,Export Quantity,1977,Head,3388203
Australia,Sheep,Export Quantity,1978,Head,4123702
Australia,Sheep,Export Quantity,1979,Head,3864755
Australia,Sheep,Export Quantity,1980,Head,6161946
Australia,Sheep,Export Quantity,1981,Head,5740378
Australia,Sheep,Export Quantity,1982,Head,6009382
Australia,Sheep,Export Quantity,1983,Head,7003785
Australia,Sheep,Export Quantity,1984,Head,6348571
Australia,Sheep,Export Quantity,1985,Head,6256188
Australia,Sheep,Export Quantity,1986,Head,6368494
Australia,Sheep,Export Quantity,1987,Head,7658000
Australia,Sheep,Export Quantity,1988,Head,6881156
Australia,Sheep,Export Quantity,1989,Head,6374347
Australia,Sheep,Export Quantity,1990,Head,4334026
Australia,Sheep,Export Quantity,1991,Head,3308076
Australia,Sheep,Export Quantity,1992,Head,4453720
Australia,Sheep,Export Quantity,1993,Head,5117659
Australia,Sheep,Export Quantity,1994,Head,5499000
Australia,Sheep,Export Quantity,1995,Head,5801725
Australia,Sheep,Export Quantity,1996,Head,5820840
Australia,Sheep,Export Quantity,1997,Head,5267168
Australia,Sheep,Export Quantity,1998,Head,5117443
Australia,Sheep,Export Quantity,1999,Head,5086442
Australia,Sheep,Export Quantity,2000,Head,5421408
Australia,Sheep,Export Quantity,2001,Head,6818250
Australia,Sheep,Export Quantity,2002,Head,6076802
Australia,Sheep,Export Quantity,2003,Head,4742432
Australia,Sheep,Export Quantity,2004,Head,3397140
Australia,Sheep,Export Quantity,2005,Head,4184920
Australia,Sheep,Export Quantity,2006,Head,4185538
Australia,Sheep,Export Quantity,2007,Head,3773029
Australia,Sheep,Export Quantity,2008,Head,4214989
Australia,Sheep,Export Quantity,2009,Head,3567609
Australia,Sheep,Export Quantity,2010,Head,2978154
Australia,Sheep,Export Quantity,2011,Head,2308449
Australia,Sheep,Export Quantity,2012,Head,2279622
Australia,Sheep,Export Quantity,2013,Head,1973418
Australia,Sheep,Export Value,1979,1000 US$,101936
Australia,Sheep,Export Value,1980,1000 US$,192911
Australia,Sheep,Export Value,1981,1000 US$,197623
Australia,Sheep,Export Value,1982,1000 US$,191791
Australia,Sheep,Export Value,1983,1000 US$,172609
Australia,Sheep,Export Value,1984,1000 US$,178341
Australia,Sheep,Export Value,1985,1000 US$,147963
Australia,Sheep,Export Value,1986,1000 US$,119521
Australia,Sheep,Export Value,1987,1000 US$,136835
Australia,Sheep,Export Value,1988,1000 US$,161975
Australia,Sheep,Export Value,1989,1000 US$,164186
Australia,Sheep,Export Value,1994,1000 US$,104481
Australia,Sheep,Export Value,1995,1000 US$,137292
Australia,Sheep,Export Value,1996,1000 US$,162261
Australia,Sheep,Export Value,1997,1000 US$,145180
Australia,Sheep,Export Value,1998,1000 US$,123068
Australia,Sheep,Export Value,1999,1000 US$,118537
Australia,Sheep,Export Value,2000,1000 US$,123503
Australia,Sheep,Export Value,2001,1000 US$,189506
Australia,Sheep,Export Value,2002,1000 US$,223067
Australia,Sheep,Export Value,2003,1000 US$,222902
Australia,Sheep,Export Value,2004,1000 US$,168647
Australia,Sheep,Export Value,2005,1000 US$,214321
Australia,Sheep,Export Value,2006,1000 US$,221067
Australia,Sheep,Export Value,2007,1000 US$,219749
Australia,Sheep,Export Value,2008,1000 US$,274673
Australia,Sheep,Export Value,2009,1000 US$,255559
Australia,Sheep,Export Value,2010,1000 US$,297337
Australia,Sheep,Export Value,2011,1000 US$,317954
Australia,Sheep,Export Value,2012,1000 US$,287158
Australia,Sheep,Export Value,2013,1000 US$,166681
Austria,Cattle,Export Quantity,1962,Head,100300
Austria,Cattle,Export Quantity,1963,Head,148700
Austria,Cattle,Export Quantity,1967,Head,148000
Austria,Cattle,Export Quantity,1968,Head,185900
Austria,Cattle,Export Quantity,1969,Head,157193
Austria,Cattle,Export Quantity,1970,Head,117274
Austria,Cattle,Export Quantity,1971,Head,137196
Austria,Cattle,Export Quantity,1972,Head,158585
Austria,Cattle,Export Quantity,1973,Head,112750
Austria,Cattle,Export Quantity,1974,Head,121461
Austria,Cattle,Export Quantity,1975,Head,116508
Austria,Cattle,Export Quantity,1976,Head,103178
Austria,Cattle,Export Quantity,1977,Head,100910
Austria,Cattle,Export Quantity,1978,Head,102682
Austria,Cattle,Export Quantity,1979,Head,135326
Austria,Cattle,Export Quantity,1980,Head,115606
Austria,Cattle,Export Quantity,1981,Head,105999
Austria,Cattle,Export Quantity,1982,Head,105672
Austria,Cattle,Export Quantity,1992,Head,110932
Austria,Cattle,Export Quantity,1995,Head,110695
Austria,Cattle,Export Quantity,1996,Head,126412
Austria,Cattle,Export Quantity,1997,Head,131021
Austria,Cattle,Export Quantity,1998,Head,128755
Austria,Cattle,Export Quantity,1999,Head,146890
Austria,Cattle,Export Quantity,2000,Head,144593
Austria,Cattle,Export Quantity,2001,Head,103127
Austria,Cattle,Export Quantity,2003,Head,118251
Austria,Cattle,Export Quantity,2004,Head,108806
Austria,Cattle,Export Quantity,2005,Head,129912
Austria,Cattle,Export Quantity,2006,Head,128458
Austria,Cattle,Export Quantity,2007,Head,131519
Austria,Cattle,Export Quantity,2008,Head,128591
Austria,Cattle,Export Quantity,2009,Head,116313
Austria,Cattle,Export Quantity,2010,Head,126546
Austria,Cattle,Export Quantity,2011,Head,157136
Austria,Cattle,Export Quantity,2012,Head,140642
Austria,Cattle,Export Quantity,2013,Head,120064
Austria,Cattle,Export Value,1979,1000 US$,102823
Austria,Cattle,Export Value,2006,1000 US$,105990
Austria,Cattle,Export Value,2007,1000 US$,132875
Austria,Cattle,Export Value,2008,1000 US$,145483
Austria,Cattle,Export Value,2009,1000 US$,105478
Austria,Cattle,Export Value,2010,1000 US$,118007
Austria,Cattle,Export Value,2011,1000 US$,202839
Austria,Cattle,Export Value,2012,1000 US$,173464
Austria,Cattle,Export Value,2013,1000 US$,127193
Austria,Pigs,Export Quantity,1997,Head,112445
Austria,Pigs,Export Quantity,1998,Head,128058
Austria,Pigs,Export Quantity,2004,Head,114289
Austria,Pigs,Export Quantity,2005,Head,101910
Austria,Pigs,Export Quantity,2007,Head,102844
Austria,Pigs,Export Quantity,2008,Head,112340
Austria,Pigs,Export Quantity,2009,Head,116451
Austria,Pigs,Export Quantity,2010,Head,125009
Austria,Pigs,Export Quantity,2011,Head,116973
Belarus,Pigs,Export Quantity,2011,Head,112617
Belarus,Pigs,Export Quantity,2012,Head,103131
Belgium,Cattle,Export Quantity,2000,Head,296859
Belgium,Cattle,Export Quantity,2001,Head,162092
Belgium,Cattle,Export Quantity,2002,Head,238978
Belgium,Cattle,Export Quantity,2003,Head,219508
Belgium,Cattle,Export Quantity,2004,Head,230975
Belgium,Cattle,Export Quantity,2005,Head,213492
Belgium,Cattle,Export Quantity,2006,Head,170459
Belgium,Cattle,Export Quantity,2007,Head,159521
Belgium,Cattle,Export Quantity,2008,Head,149391
Belgium,Cattle,Export Quantity,2009,Head,230042
Belgium,Cattle,Export Quantity,2010,Head,218653
Belgium,Cattle,Export Quantity,2011,Head,163094
Belgium,Cattle,Export Quantity,2012,Head,167095
Belgium,Cattle,Export Quantity,2013,Head,154208
Belgium,Cattle,Export Value,2000,1000 US$,192338
Belgium,Cattle,Export Value,2002,1000 US$,143250
Belgium,Cattle,Export Value,2003,1000 US$,164935
Belgium,Cattle,Export Value,2004,1000 US$,178284
Belgium,Cattle,Export Value,2005,1000 US$,187109
Belgium,Cattle,Export Value,2006,1000 US$,158016
Belgium,Cattle,Export Value,2007,1000 US$,144684
Belgium,Cattle,Export Value,2008,1000 US$,164021
Belgium,Cattle,Export Value,2009,1000 US$,236502
Belgium,Cattle,Export Value,2010,1000 US$,197766
Belgium,Cattle,Export Value,2011,1000 US$,148220
Belgium,Cattle,Export Value,2012,1000 US$,151116
Belgium,Cattle,Export Value,2013,1000 US$,142399
Belgium,Pigs,Export Quantity,2000,Head,975195
Belgium,Pigs,Export Quantity,2001,Head,533091
Belgium,Pigs,Export Quantity,2002,Head,509899
Belgium,Pigs,Export Quantity,2003,Head,526052
Belgium,Pigs,Export Quantity,2004,Head,465063
Belgium,Pigs,Export Quantity,2005,Head,490037
Belgium,Pigs,Export Quantity,2006,Head,605987
Belgium,Pigs,Export Quantity,2007,Head,630912
Belgium,Pigs,Export Quantity,2008,Head,732713
Belgium,Pigs,Export Quantity,2009,Head,771281
Belgium,Pigs,Export Quantity,2010,Head,899767
Belgium,Pigs,Export Quantity,2011,Head,991615
Belgium,Pigs,Export Quantity,2012,Head,844577
Belgium,Pigs,Export Quantity,2013,Head,905761
Belgium,Pigs,Export Value,2000,1000 US$,112252
Belgium,Pigs,Export Value,2008,1000 US$,141292
Belgium,Pigs,Export Value,2009,1000 US$,132621
Belgium,Pigs,Export Value,2010,1000 US$,139486
Belgium,Pigs,Export Value,2011,1000 US$,179239
Belgium,Pigs,Export Value,2012,1000 US$,165171
Belgium,Pigs,Export Value,2013,1000 US$,180455
Belgium-Luxembourg,Cattle,Export Quantity,1967,Head,101187
Belgium-Luxembourg,Cattle,Export Quantity,1968,Head,127018
Belgium-Luxembourg,Cattle,Export Quantity,1969,Head,127416
Belgium-Luxembourg,Cattle,Export Quantity,1971,Head,104356
Belgium-Luxembourg,Cattle,Export Quantity,1972,Head,107794
Belgium-Luxembourg,Cattle,Export Quantity,1975,Head,127134
Belgium-Luxembourg,Cattle,Export Quantity,1976,Head,139805
Belgium-Luxembourg,Cattle,Export Quantity,1977,Head,144594
Belgium-Luxembourg,Cattle,Export Quantity,1978,Head,119642
Belgium-Luxembourg,Cattle,Export Quantity,1979,Head,106002
Belgium-Luxembourg,Cattle,Export Quantity,1980,Head,108086
Belgium-Luxembourg,Cattle,Export Quantity,1981,Head,122930
Belgium-Luxembourg,Cattle,Export Quantity,1983,Head,125886
Belgium-Luxembourg,Cattle,Export Quantity,1984,Head,175937
Belgium-Luxembourg,Cattle,Export Quantity,1985,Head,246355
Belgium-Luxembourg,Cattle,Export Quantity,1986,Head,261876
Belgium-Luxembourg,Cattle,Export Quantity,1987,Head,231975
Belgium-Luxembourg,Cattle,Export Quantity,1988,Head,241333
Belgium-Luxembourg,Cattle,Export Quantity,1989,Head,246680
Belgium-Luxembourg,Cattle,Export Quantity,1990,Head,184448
Belgium-Luxembourg,Cattle,Export Quantity,1991,Head,266921
Belgium-Luxembourg,Cattle,Export Quantity,1992,Head,290367
Belgium-Luxembourg,Cattle,Export Quantity,1993,Head,300770
Belgium-Luxembourg,Cattle,Export Quantity,1994,Head,310396
Belgium-Luxembourg,Cattle,Export Quantity,1995,Head,322706
Belgium-Luxembourg,Cattle,Export Quantity,1996,Head,353945
Belgium-Luxembourg,Cattle,Export Quantity,1997,Head,298228
Belgium-Luxembourg,Cattle,Export Quantity,1998,Head,274595
Belgium-Luxembourg,Cattle,Export Quantity,1999,Head,310391
Belgium-Luxembourg,Cattle,Export Value,1985,1000 US$,106014
Belgium-Luxembourg,Cattle,Export Value,1986,1000 US$,165379
Belgium-Luxembourg,Cattle,Export Value,1987,1000 US$,151296
Belgium-Luxembourg,Cattle,Export Value,1988,1000 US$,186473
Belgium-Luxembourg,Cattle,Export Value,1989,1000 US$,210956
Belgium-Luxembourg,Cattle,Export Value,1990,1000 US$,160774
Belgium-Luxembourg,Cattle,Export Value,1991,1000 US$,215998
Belgium-Luxembourg,Cattle,Export Value,1992,1000 US$,258704
Belgium-Luxembourg,Cattle,Export Value,1993,1000 US$,230304
Belgium-Luxembourg,Cattle,Export Value,1994,1000 US$,273677
Belgium-Luxembourg,Cattle,Export Value,1995,1000 US$,296771
Belgium-Luxembourg,Cattle,Export Value,1996,1000 US$,258882
Belgium-Luxembourg,Cattle,Export Value,1997,1000 US$,207693
Belgium-Luxembourg,Cattle,Export Value,1998,1000 US$,207291
Belgium-Luxembourg,Cattle,Export Value,1999,1000 US$,214765
Belgium-Luxembourg,Pigs,Export Quantity,1961,Head,128300
Belgium-Luxembourg,Pigs,Export Quantity,1964,Head,134800
Belgium-Luxembourg,Pigs,Export Quantity,1965,Head,237800
Belgium-Luxembourg,Pigs,Export Quantity,1966,Head,153289
Belgium-Luxembourg,Pigs,Export Quantity,1967,Head,481835
Belgium-Luxembourg,Pigs,Export Quantity,1968,Head,707211
Belgium-Luxembourg,Pigs,Export Quantity,1969,Head,780284
Belgium-Luxembourg,Pigs,Export Quantity,1970,Head,1097130
Belgium-Luxembourg,Pigs,Export Quantity,1971,Head,1231645
Belgium-Luxembourg,Pigs,Export Quantity,1972,Head,1243261
Belgium-Luxembourg,Pigs,Export Quantity,1973,Head,1133461
Belgium-Luxembourg,Pigs,Export Quantity,1974,Head,1084011
Belgium-Luxembourg,Pigs,Export Quantity,1975,Head,1038934
Belgium-Luxembourg,Pigs,Export Quantity,1976,Head,1097154
Belgium-Luxembourg,Pigs,Export Quantity,1977,Head,1222177
Belgium-Luxembourg,Pigs,Export Quantity,1978,Head,1164269
Belgium-Luxembourg,Pigs,Export Quantity,1979,Head,1029238
Belgium-Luxembourg,Pigs,Export Quantity,1980,Head,953132
Belgium-Luxembourg,Pigs,Export Quantity,1981,Head,793533
Belgium-Luxembourg,Pigs,Export Quantity,1982,Head,742050
Belgium-Luxembourg,Pigs,Export Quantity,1983,Head,847926
Belgium-Luxembourg,Pigs,Export Quantity,1984,Head,764267
Belgium-Luxembourg,Pigs,Export Quantity,1985,Head,531040
Belgium-Luxembourg,Pigs,Export Quantity,1986,Head,774326
Belgium-Luxembourg,Pigs,Export Quantity,1987,Head,948662
Belgium-Luxembourg,Pigs,Export Quantity,1988,Head,1007420
Belgium-Luxembourg,Pigs,Export Quantity,1989,Head,1013968
Belgium-Luxembourg,Pigs,Export Quantity,1990,Head,560399
Belgium-Luxembourg,Pigs,Export Quantity,1991,Head,772127
Belgium-Luxembourg,Pigs,Export Quantity,1992,Head,834219
Belgium-Luxembourg,Pigs,Export Quantity,1993,Head,733650
Belgium-Luxembourg,Pigs,Export Quantity,1994,Head,746765
Belgium-Luxembourg,Pigs,Export Quantity,1995,Head,857110
Belgium-Luxembourg,Pigs,Export Quantity,1996,Head,679877
Belgium-Luxembourg,Pigs,Export Quantity,1997,Head,597445
Belgium-Luxembourg,Pigs,Export Quantity,1998,Head,669058
Belgium-Luxembourg,Pigs,Export Quantity,1999,Head,1079092
Belgium-Luxembourg,Pigs,Export Value,1972,1000 US$,100697
Belgium-Luxembourg,Pigs,Export Value,1973,1000 US$,130073
Belgium-Luxembourg,Pigs,Export Value,1974,1000 US$,107238
Belgium-Luxembourg,Pigs,Export Value,1975,1000 US$,128550
Belgium-Luxembourg,Pigs,Export Value,1976,1000 US$,139751
Belgium-Luxembourg,Pigs,Export Value,1977,1000 US$,163734
Belgium-Luxembourg,Pigs,Export Value,1978,1000 US$,166971
Belgium-Luxembourg,Pigs,Export Value,1979,1000 US$,160823
Belgium-Luxembourg,Pigs,Export Value,1980,1000 US$,157335
Belgium-Luxembourg,Pigs,Export Value,1981,1000 US$,113843
Belgium-Luxembourg,Pigs,Export Value,1982,1000 US$,107218
Belgium-Luxembourg,Pigs,Export Value,1983,1000 US$,104664
Belgium-Luxembourg,Pigs,Export Value,1986,1000 US$,108127
Belgium-Luxembourg,Pigs,Export Value,1987,1000 US$,138805
Belgium-Luxembourg,Pigs,Export Value,1988,1000 US$,149350
Belgium-Luxembourg,Pigs,Export Value,1989,1000 US$,171441
Belgium-Luxembourg,Pigs,Export Value,1990,1000 US$,105054
Belgium-Luxembourg,Pigs,Export Value,1991,1000 US$,146538
Belgium-Luxembourg,Pigs,Export Value,1992,1000 US$,165296
Belgium-Luxembourg,Pigs,Export Value,1994,1000 US$,101951
Belgium-Luxembourg,Pigs,Export Value,1995,1000 US$,139760
Belgium-Luxembourg,Pigs,Export Value,1996,1000 US$,122627
Belgium-Luxembourg,Pigs,Export Value,1997,1000 US$,104393
Belgium-Luxembourg,Pigs,Export Value,1999,1000 US$,119206
Belgium-Luxembourg,Sheep,Export Quantity,1975,Head,221122
Belgium-Luxembourg,Sheep,Export Quantity,1976,Head,230707
Belgium-Luxembourg,Sheep,Export Quantity,1977,Head,250360
Belgium-Luxembourg,Sheep,Export Quantity,1978,Head,355640
Belgium-Luxembourg,Sheep,Export Quantity,1979,Head,278999
Belgium-Luxembourg,Sheep,Export Quantity,1980,Head,281142
Belgium-Luxembourg,Sheep,Export Quantity,1983,Head,178639
Belgium-Luxembourg,Sheep,Export Quantity,1984,Head,137283
Belgium-Luxembourg,Sheep,Export Quantity,1985,Head,200735
Belgium-Luxembourg,Sheep,Export Quantity,1986,Head,172895
Belgium-Luxembourg,Sheep,Export Quantity,1987,Head,136492
Belgium-Luxembourg,Sheep,Export Quantity,1988,Head,253614
Belgium-Luxembourg,Sheep,Export Quantity,1989,Head,258989
Belgium-Luxembourg,Sheep,Export Quantity,1990,Head,378623
Belgium-Luxembourg,Sheep,Export Quantity,1991,Head,329560
Belgium-Luxembourg,Sheep,Export Quantity,1992,Head,379290
Belgium-Luxembourg,Sheep,Export Quantity,1993,Head,234720
Belgium-Luxembourg,Sheep,Export Quantity,1994,Head,212829
Belgium-Luxembourg,Sheep,Export Quantity,1995,Head,160366
Belgium-Luxembourg,Sheep,Export Quantity,1996,Head,182205
Bolivia (Plurinational State of),Cattle,Export Quantity,1990,Head,190626
Brazil,Cattle,Export Quantity,2005,Head,113205
Brazil,Cattle,Export Quantity,2006,Head,272639
Brazil,Cattle,Export Quantity,2007,Head,438426
Brazil,Cattle,Export Quantity,2008,Head,414353
Brazil,Cattle,Export Quantity,2009,Head,530226
Brazil,Cattle,Export Quantity,2010,Head,926322
Brazil,Cattle,Export Quantity,2011,Head,404853
Brazil,Cattle,Export Quantity,2012,Head,504097
Brazil,Cattle,Export Quantity,2013,Head,683939
Brazil,Cattle,Export Value,2007,1000 US$,265242
Brazil,Cattle,Export Value,2008,1000 US$,389866
Brazil,Cattle,Export Value,2009,1000 US$,443517
Brazil,Cattle,Export Value,2010,1000 US$,658663
Brazil,Cattle,Export Value,2011,1000 US$,444852
Brazil,Cattle,Export Value,2012,1000 US$,582293
Brazil,Cattle,Export Value,2013,1000 US$,717207
Bulgaria,Cattle,Export Quantity,1992,Head,196900
Bulgaria,Pigs,Export Quantity,1961,Head,137174
Bulgaria,Pigs,Export Quantity,1962,Head,138629
Bulgaria,Pigs,Export Quantity,1964,Head,115176
Bulgaria,Pigs,Export Quantity,1965,Head,321605
Bulgaria,Pigs,Export Quantity,1966,Head,379433
Bulgaria,Pigs,Export Quantity,1967,Head,127621
Bulgaria,Pigs,Export Quantity,1968,Head,128361
Bulgaria,Pigs,Export Quantity,1992,Head,148300
Bulgaria,Sheep,Export Quantity,1963,Head,191924
Bulgaria,Sheep,Export Quantity,1964,Head,348710
Bulgaria,Sheep,Export Quantity,1965,Head,764499
Bulgaria,Sheep,Export Quantity,1966,Head,1005068
Bulgaria,Sheep,Export Quantity,1967,Head,869132
Bulgaria,Sheep,Export Quantity,1968,Head,999109
Bulgaria,Sheep,Export Quantity,1969,Head,904325
Bulgaria,Sheep,Export Quantity,1970,Head,927801
Bulgaria,Sheep,Export Quantity,1971,Head,837976
Bulgaria,Sheep,Export Quantity,1972,Head,944011
Bulgaria,Sheep,Export Quantity,1973,Head,797762
Bulgaria,Sheep,Export Quantity,1974,Head,462119
Bulgaria,Sheep,Export Quantity,1975,Head,868685
Bulgaria,Sheep,Export Quantity,1976,Head,723521
Bulgaria,Sheep,Export Quantity,1977,Head,715642
Bulgaria,Sheep,Export Quantity,1978,Head,1042465
Bulgaria,Sheep,Export Quantity,1979,Head,1454242
Bulgaria,Sheep,Export Quantity,1980,Head,1533887
Bulgaria,Sheep,Export Quantity,1981,Head,1387858
Bulgaria,Sheep,Export Quantity,1982,Head,1218841
Bulgaria,Sheep,Export Quantity,1983,Head,1277130
Bulgaria,Sheep,Export Quantity,1984,Head,1288133
Bulgaria,Sheep,Export Quantity,1985,Head,752217
Bulgaria,Sheep,Export Quantity,1986,Head,742667
Bulgaria,Sheep,Export Quantity,1987,Head,1118925
Bulgaria,Sheep,Export Quantity,1988,Head,1348047
Bulgaria,Sheep,Export Quantity,1989,Head,957890
Bulgaria,Sheep,Export Quantity,1990,Head,739494
Bulgaria,Sheep,Export Quantity,1991,Head,479890
Bulgaria,Sheep,Export Quantity,1992,Head,1477400
Bulgaria,Sheep,Export Quantity,1993,Head,649000
Bulgaria,Sheep,Export Quantity,1994,Head,935600
Bulgaria,Sheep,Export Quantity,1995,Head,395200
Bulgaria,Sheep,Export Quantity,1996,Head,379400
Bulgaria,Sheep,Export Quantity,2004,Head,149992
Bulgaria,Sheep,Export Quantity,2010,Head,208150
Bulgaria,Sheep,Export Quantity,2011,Head,777293
Bulgaria,Sheep,Export Quantity,2012,Head,107223
Burkina Faso,Cattle,Export Quantity,1962,Head,102709
Burkina Faso,Cattle,Export Quantity,1963,Head,112234
Burkina Faso,Cattle,Export Quantity,1964,Head,114576
Burkina Faso,Cattle,Export Quantity,1965,Head,135189
Burkina Faso,Cattle,Export Quantity,1993,Head,101558
Burkina Faso,Cattle,Export Quantity,1994,Head,173916
Burkina Faso,Cattle,Export Quantity,1995,Head,146385
Burkina Faso,Cattle,Export Quantity,1996,Head,150587
Burkina Faso,Cattle,Export Quantity,1997,Head,147626
Burkina Faso,Cattle,Export Quantity,1998,Head,134951
Burkina Faso,Cattle,Export Quantity,1999,Head,133634
Burkina Faso,Cattle,Export Quantity,2000,Head,174160
Burkina Faso,Cattle,Export Quantity,2001,Head,241776
Burkina Faso,Cattle,Export Quantity,2002,Head,203542
Burkina Faso,Cattle,Export Quantity,2003,Head,150254
Burkina Faso,Cattle,Export Quantity,2004,Head,165534
Burkina Faso,Cattle,Export Quantity,2005,Head,150000
Burkina Faso,Cattle,Export Quantity,2006,Head,100000
Burkina Faso,Cattle,Export Quantity,2007,Head,100000
Burkina Faso,Sheep,Export Quantity,1961,Head,120994
Burkina Faso,Sheep,Export Quantity,1962,Head,142752
Burkina Faso,Sheep,Export Quantity,1963,Head,153656
Burkina Faso,Sheep,Export Quantity,1964,Head,112079
Burkina Faso,Sheep,Export Quantity,1965,Head,161171
Burkina Faso,Sheep,Export Quantity,1966,Head,132000
Burkina Faso,Sheep,Export Quantity,1967,Head,141189
Burkina Faso,Sheep,Export Quantity,1968,Head,202405
Burkina Faso,Sheep,Export Quantity,1969,Head,152203
Burkina Faso,Sheep,Export Quantity,1970,Head,149139
Burkina Faso,Sheep,Export Quantity,1971,Head,152003
Burkina Faso,Sheep,Export Quantity,1972,Head,189828
Burkina Faso,Sheep,Export Quantity,1973,Head,201386
Burkina Faso,Sheep,Export Quantity,1974,Head,182531
Burkina Faso,Sheep,Export Quantity,1975,Head,200958
Burkina Faso,Sheep,Export Quantity,1978,Head,113947
Burkina Faso,Sheep,Export Quantity,1979,Head,122212
Burkina Faso,Sheep,Export Quantity,1980,Head,121481
Burkina Faso,Sheep,Export Quantity,1993,Head,131465
Burkina Faso,Sheep,Export Quantity,1994,Head,162019
Burkina Faso,Sheep,Export Quantity,1995,Head,171368
Burkina Faso,Sheep,Export Quantity,1996,Head,161251
Burkina Faso,Sheep,Export Quantity,1997,Head,178209
Burkina Faso,Sheep,Export Quantity,1998,Head,215819
Burkina Faso,Sheep,Export Quantity,1999,Head,189006
Burkina Faso,Sheep,Export Quantity,2000,Head,226152
Burkina Faso,Sheep,Export Quantity,2001,Head,243605
Burkina Faso,Sheep,Export Quantity,2002,Head,213601
Burkina Faso,Sheep,Export Quantity,2003,Head,110665
Burkina Faso,Sheep,Export Quantity,2004,Head,176427
Burkina Faso,Sheep,Export Quantity,2005,Head,190000
Burkina Faso,Sheep,Export Quantity,2006,Head,180000
